maintenance_event_id,timestamp,machine_id,Last_Maintenance_Days_Ago,Maintenance_History_Count,Failure_History_Count,maintenance_type,failure_type,failure_code,failure_severity,repair_time_minutes,downtime_minutes,technician_id,spare_part_used,maintenance_cost
,2026-01-01 23:00:00,M03,70.0,16.0,5.0,corrective,,F004,major,158.0,210.0,TECH03,bearing,2842.0
MEV0205,2026-01-01 23:05:00,M04,84.0,4.0,7.0,preventive,electrical,F003,major,152.0,108.0,TECH03,sensor,2593.0
MEV0206,2026-01-01 23:10:00,M02,23.0,23.0,8.0,preventive,mechanical,F003,minor,169.0,221.0,TECH03,pump,862.0
MEV0207,2026-01-01 23:15:00,M03,61.0,,0.0,preventive,electrical,F001,critical,34.0,131.0,TECH01,sensor,745.0
MEV0208,2026-01-01 23:20:00,M01,118.0,12.0,9.0,preventive,hydraulic,F002,minor,152.0,204.0,TECH03,valve,1807.0
,2026-01-01 23:25:00,M02,74.0,7.0,13.0,preventive,hydraulic,F003,minor,88.0,162.0,TECH02,bearing,1782.0
,2026-01-01 23:30:00,M02,54.0,20.0,2.0,preventive,none,F001,critical,153.0,118.0,TECH02,,1783.0
MEV0211,2026-01-01 23:35:00,M01,58.0,,7.0,preventive,hydraulic,F001,minor,109.0,103.0,TECH02,pump,1011.0
MEV0212,,M03,117.0,2.0,14.0,corrective,mechanical,F002,major,65.0,18.0,,pump,2036.0
MEV0213,2026-01-01 23:45:00,M02,18.0,1.0,7.0,corrective,none,F004,major,139.0,128.0,TECH03,pump,1921.0
MEV0214,2026-01-01 23:50:00,M02,98.0,27.0,1.0,corrective,mechanical,F004,minor,57.0,159.0,,valve,1950.0
MEV0215,2026-01-01 23:55:00,M02,66.0,19.0,10.0,preventive,none,F004,major,42.0,102.0,TECH02,valve,2576.0
MEV0216,2026-01-02 00:00:00,M01,34.0,28.0,10.0,preventive,electrical,F003,major,112.0,96.0,TECH03,sensor,2274.0
MEV0217,2026-01-02 00:05:00,M03,22.0,20.0,14.0,preventive,hydraulic,F001,critical,162.0,59.0,,sensor,1082.0
MEV0218,2026-01-02 00:10:00,M02,68.0,22.0,12.0,preventive,electrical,F003,major,120.0,42.0,TECH03,sensor,429.0
MEV0219,2026-01-02 00:15:00,M02,110.0,21.0,2.0,preventive,mechanical,F003,major,58.0,57.0,TECH01,pump,2257.0
MEV0220,2026-01-02 00:20:00,M01,32.0,29.0,12.0,preventive,none,F004,major,139.0,175.0,TECH02,valve,2448.0
MEV0221,2026-01-02 00:25:00,M02,110.0,13.0,13.0,preventive,hydraulic,,major,88.0,54.0,TECH03,valve,2696.0
MEV0222,2026-01-02 00:30:00,M03,84.0,24.0,1.0,corrective,mechanical,F004,critical,119.0,3.0,TECH02,valve,
MEV0223,2026-01-02 00:35:00,M04,3.0,5.0,0.0,preventive,hydraulic,F002,major,120.0,234.0,TECH03,valve,
MEV0224,2026-01-02 00:40:00,M02,51.0,0.0,12.0,preventive,mechanical,F001,major,39.0,71.0,TECH01,sensor,1458.0
MEV0225,2026-01-02 00:45:00,M03,10.0,7.0,4.0,preventive,none,F004,major,112.0,145.0,TECH03,pump,2250.0
MEV0226,2026-01-02 00:50:00,M02,103.0,29.0,3.0,preventive,hydraulic,F001,major,152.0,72.0,TECH03,,475.0
MEV0227,2026-01-02 00:55:00,M03,83.0,4.0,14.0,preventive,electrical,F001,minor,,43.0,TECH01,bearing,1053.0
MEV0228,2026-01-02 01:00:00,,10.0,15.0,12.0,corrective,hydraulic,F002,minor,49.0,5.0,TECH02,bearing,2873.0
MEV0229,2026-01-02 01:05:00,M03,8.0,5.0,9.0,corrective,none,F002,minor,122.0,82.0,TECH02,sensor,2974.0
MEV0230,2026-01-02 01:10:00,M04,83.0,6.0,8.0,preventive,electrical,F004,major,139.0,91.0,TECH02,valve,1525.0
MEV0231,2026-01-02 01:15:00,M01,70.0,26.0,11.0,preventive,hydraulic,F002,,171.0,151.0,TECH01,sensor,2310.0
MEV0232,2026-01-02 01:20:00,M01,30.0,4.0,7.0,preventive,mechanical,F001,minor,119.0,182.0,TECH03,valve,1642.0
MEV0233,2026-01-02 01:25:00,M02,,3.0,9.0,preventive,,F001,minor,35.0,108.0,TECH01,pump,586.0
MEV0234,2026-01-02 01:30:00,M02,97.0,15.0,14.0,corrective,none,F003,critical,154.0,,,pump,2413.0
MEV0235,2026-01-02 01:35:00,M04,22.0,22.0,8.0,corrective,mechanical,F004,major,67.0,1065.3580960386676,TECH02,pump,2739.0
MEV0236,2026-01-02 01:40:00,M03,34.0,9.0,14.0,preventive,none,F001,minor,105.0,185.0,TECH01,pump,2721.0
MEV0237,2026-01-02 01:45:00,M01,106.0,29.0,14.0,preventive,electrical,F002,minor,85.0,159.0,,bearing,
MEV0238,2026-01-02 01:50:00,M04,113.0,1.0,3.0,preventive,none,F002,major,,187.0,TECH01,pump,180.0
MEV0239,2026-01-02 01:55:00,M04,75.0,14.0,7.0,corrective,electrical,F002,minor,26.0,151.0,TECH01,valve,7834.856088560886
MEV0240,2026-01-02 02:00:00,M02,46.0,6.0,8.0,corrective,mechanical,,minor,144.0,101.0,TECH03,bearing,7834.856088560886
MEV0241,2026-01-02 02:05:00,M04,17.0,28.0,10.0,corrective,none,F004,critical,47.0,141.0,TECH03,sensor,2711.0
MEV0242,2026-01-02 02:10:00,M04,97.0,6.0,11.0,preventive,none,F004,critical,110.0,134.0,TECH03,pump,1914.0
MEV0243,2026-01-02 02:15:00,M01,109.0,12.0,7.0,preventive,electrical,F001,minor,149.0,118.0,TECH02,bearing,2960.0
MEV0244,,M04,117.0,4.0,1.0,preventive,hydraulic,F002,minor,49.0,238.0,TECH02,sensor,2049.0
MEV0245,2026-01-02 02:25:00,M02,63.0,15.0,7.0,preventive,none,F001,major,178.0,185.0,TECH02,sensor,1651.0
MEV0246,2026-01-02 02:30:00,M04,94.0,17.0,0.0,corrective,hydraulic,F001,major,97.0,34.0,TECH02,bearing,1459.0
MEV0247,2026-01-02 02:35:00,M01,6.0,27.0,12.0,preventive,none,F003,minor,134.0,177.0,TECH01,bearing,1134.0
MEV0248,2026-01-02 02:40:00,M04,13.0,24.0,3.0,preventive,electrical,F003,minor,62.0,167.0,TECH03,pump,1240.0
MEV0249,2026-01-02 02:45:00,M03,30.0,6.0,11.0,preventive,hydraulic,F003,major,598.0422047244094,73.0,TECH01,pump,1649.0
MEV0250,2026-01-02 02:50:00,M03,76.0,29.0,6.0,preventive,none,F003,major,29.0,46.0,TECH02,valve,449.0
MEV0251,,M04,13.0,6.0,1.0,,electrical,F003,major,140.0,181.0,TECH02,bearing,
MEV0252,2026-01-02 03:00:00,M03,15.0,6.0,11.0,preventive,hydraulic,F004,major,97.0,120.0,TECH01,sensor,948.0
,2026-01-02 03:05:00,M03,64.0,10.0,8.0,corrective,hydraulic,F001,critical,47.0,226.0,TECH01,sensor,
MEV0254,2026-01-02 03:10:00,,87.0,18.0,8.0,preventive,mechanical,F002,major,29.0,220.0,TECH02,bearing,
MEV0255,2026-01-02 03:15:00,M04,26.0,26.0,2.0,preventive,mechanical,F002,critical,,221.0,TECH03,valve,896.0
MEV0256,2026-01-02 03:20:00,M01,90.0,26.0,11.0,,electrical,F004,major,123.0,210.0,TECH01,bearing,568.0
MEV0257,2026-01-02 03:25:00,M02,105.0,8.0,1.0,preventive,electrical,F004,major,115.0,186.0,TECH02,sensor,1259.0
MEV0258,2026-01-02 03:30:00,M04,2.0,3.0,0.0,preventive,none,F001,minor,146.0,135.0,TECH02,pump,1376.0
MEV0259,2026-01-02 03:35:00,M02,36.0,6.0,5.0,,none,F002,major,100.0,150.0,TECH03,valve,
MEV0260,2026-01-02 03:40:00,M02,49.0,29.0,13.0,preventive,none,F004,major,75.0,127.0,TECH01,sensor,2857.0
MEV0261,2026-01-02 03:45:00,M01,88.0,0.0,10.0,preventive,mechanical,F001,major,124.0,156.0,TECH01,valve,2530.0
MEV0262,2026-01-02 03:50:00,M02,119.0,29.0,10.0,preventive,none,F001,critical,146.0,105.0,TECH02,sensor,2392.0
MEV0263,2026-01-02 03:55:00,M04,85.0,0.0,11.0,preventive,mechanical,F004,minor,48.0,46.0,TECH03,bearing,
MEV0264,2026-01-02 04:00:00,M02,51.0,15.0,8.0,preventive,none,,major,165.0,96.0,TECH02,bearing,2109.0
MEV0265,2026-01-02 04:05:00,M03,58.0,15.0,13.0,preventive,,F004,minor,,95.0,TECH03,bearing,399.0
MEV0266,2026-01-02 04:10:00,M04,58.0,15.0,0.0,preventive,none,,minor,,56.0,TECH03,bearing,2522.0
MEV0267,2026-01-02 04:15:00,M03,55.0,15.0,0.0,corrective,mechanical,F001,critical,131.0,38.0,TECH03,valve,2982.0
MEV0268,2026-01-02 04:20:00,,59.0,13.0,4.0,corrective,,F004,major,101.0,101.0,TECH02,valve,819.0
MEV0269,2026-01-02 04:25:00,M01,37.0,12.0,9.0,preventive,none,F002,critical,85.0,211.0,TECH03,sensor,323.0
MEV0270,2026-01-02 04:30:00,M01,110.0,24.0,10.0,corrective,mechanical,F003,critical,104.0,39.0,TECH02,sensor,1007.0
,2026-01-02 04:35:00,M02,93.0,25.0,1.0,corrective,hydraulic,F003,,77.0,34.0,TECH01,pump,2737.0
MEV0272,2026-01-02 04:40:00,M01,73.0,16.0,8.0,corrective,none,F002,minor,165.0,194.0,TECH03,,1744.0
MEV0273,2026-01-02 04:45:00,M03,7.0,1.0,10.0,preventive,hydraulic,F003,critical,90.0,66.0,TECH02,sensor,2664.0
MEV0274,2026-01-02 04:50:00,M04,12.0,,14.0,,none,F004,critical,83.0,38.0,TECH02,sensor,1546.0
MEV0275,2026-01-02 04:55:00,M01,76.0,3.0,1.0,corrective,mechanical,F004,critical,49.0,106.0,TECH03,pump,7834.856088560886
MEV0276,2026-01-02 05:00:00,M03,42.0,26.0,7.0,corrective,mechanical,F001,critical,100.0,94.0,TECH02,sensor,2962.0
MEV0277,2026-01-02 05:05:00,M03,113.0,28.0,12.0,preventive,hydraulic,F004,minor,85.0,34.0,TECH01,sensor,
MEV0278,2026-01-02 05:10:00,M04,68.0,5.0,10.0,preventive,,F001,critical,144.0,115.0,TECH01,pump,2153.0
MEV0279,2026-01-02 05:15:00,,18.0,5.0,14.0,preventive,hydraulic,F002,major,23.0,27.0,TECH01,valve,1760.0
MEV0280,2026-01-02 05:20:00,M04,32.0,24.0,7.0,preventive,none,F004,critical,110.0,129.0,TECH01,valve,664.0
,2026-01-02 05:25:00,M03,29.0,15.0,0.0,corrective,electrical,F002,minor,163.0,58.0,TECH01,bearing,2861.0
MEV0282,2026-01-02 05:30:00,M01,51.0,14.0,5.0,corrective,hydraulic,F004,minor,175.0,92.0,TECH02,pump,1812.0
MEV0283,2026-01-02 05:35:00,M03,34.0,19.0,12.0,preventive,electrical,F002,critical,173.0,36.0,TECH03,valve,2770.0
,2026-01-02 05:40:00,M02,,5.0,6.0,preventive,hydraulic,F001,critical,53.0,110.0,TECH01,pump,613.0
MEV0285,2026-01-02 05:45:00,M04,38.0,6.0,10.0,,,F001,major,59.0,141.0,TECH03,bearing,2126.0
MEV0286,2026-01-02 05:50:00,M04,75.0,16.0,0.0,preventive,none,F003,critical,160.0,215.0,TECH02,pump,1803.0
MEV0287,2026-01-02 05:55:00,M02,41.0,1.0,6.0,preventive,mechanical,F003,critical,137.0,200.0,TECH03,pump,591.0
MEV0288,2026-01-02 06:00:00,M01,115.0,27.0,11.0,preventive,electrical,F004,minor,60.0,209.0,TECH02,bearing,2431.0
MEV0289,2026-01-02 06:05:00,M04,74.0,6.0,1.0,preventive,mechanical,F004,minor,,160.0,TECH03,valve,2586.0
,2026-01-02 06:10:00,M02,21.0,28.0,11.0,corrective,mechanical,F003,critical,168.0,111.0,TECH02,sensor,778.0
MEV0291,2026-01-02 06:15:00,M02,42.0,,5.0,corrective,hydraulic,F004,major,124.0,147.0,TECH01,bearing,2882.0
MEV0292,2026-01-02 06:20:00,M04,82.0,23.0,7.0,preventive,none,F003,major,142.0,183.0,TECH03,valve,426.0
MEV0293,2026-01-02 06:25:00,M04,89.0,6.0,11.0,,mechanical,F002,critical,82.0,79.0,TECH02,bearing,7834.856088560886
MEV0294,2026-01-02 06:30:00,M02,99.0,14.0,7.0,corrective,,F004,minor,166.0,100.0,TECH02,bearing,271.0
MEV0295,2026-01-02 06:35:00,M04,62.0,29.0,10.0,corrective,electrical,F002,critical,86.0,198.0,TECH03,,405.0
MEV0296,2026-01-02 06:40:00,M03,30.0,28.0,7.0,preventive,,F001,major,68.0,7.0,TECH02,valve,2723.0
MEV0297,2026-01-02 06:45:00,M04,,1.0,8.0,preventive,hydraulic,F003,minor,36.0,214.0,TECH03,valve,609.0
MEV0298,2026-01-02 06:50:00,M01,40.0,2.0,8.0,preventive,none,F003,critical,52.0,,TECH02,sensor,2044.0
MEV0299,2026-01-02 06:55:00,,117.0,9.0,9.0,preventive,hydraulic,F004,minor,83.0,75.0,,pump,1723.0
MEV0300,2026-01-02 07:00:00,M03,80.0,14.0,14.0,corrective,mechanical,F004,minor,76.0,,TECH03,bearing,796.0
MEV0301,2026-01-02 07:05:00,M01,7.0,16.0,7.0,preventive,none,F004,major,130.0,80.0,TECH01,sensor,2196.0
MEV0302,2026-01-02 07:10:00,M04,106.0,3.0,8.0,,none,F002,critical,58.0,222.0,TECH03,bearing,909.0
MEV0303,2026-01-02 07:15:00,M01,5.0,15.0,0.0,preventive,mechanical,F002,critical,109.0,145.0,TECH03,,643.0
MEV0304,2026-01-02 07:20:00,M03,48.0,9.0,7.0,preventive,hydraulic,F004,critical,41.0,233.0,TECH03,bearing,480.0
MEV0305,2026-01-02 07:25:00,M01,111.0,8.0,12.0,preventive,mechanical,F001,major,83.0,106.0,TECH03,valve,2215.0
MEV0306,2026-01-02 07:30:00,M01,62.0,16.0,,preventive,hydraulic,F002,major,60.0,112.0,TECH01,sensor,2376.0
MEV0307,2026-01-02 07:35:00,M04,30.0,14.0,11.0,preventive,mechanical,F003,,92.0,129.0,TECH01,sensor,2878.0
MEV0308,2026-01-02 07:40:00,M03,75.0,1.0,12.0,preventive,,F004,minor,59.0,230.0,TECH01,valve,
MEV0309,2026-01-02 07:45:00,M03,97.0,2.0,13.0,corrective,hydraulic,F004,critical,27.0,87.0,TECH01,sensor,2225.0
MEV0310,2026-01-02 07:50:00,M03,62.0,18.0,4.0,corrective,none,F004,critical,96.0,130.0,TECH03,sensor,543.0
MEV0311,2026-01-02 07:55:00,M01,13.0,27.0,3.0,preventive,hydraulic,F004,major,45.0,187.0,TECH03,pump,2926.0
MEV0312,2026-01-02 08:00:00,M04,20.0,29.0,13.0,corrective,mechanical,F003,minor,169.0,,TECH03,pump,2399.0
MEV0313,2026-01-02 08:05:00,M01,83.0,8.0,9.0,preventive,none,F003,critical,112.0,120.0,TECH02,pump,1139.0
MEV0314,2026-01-02 08:10:00,M04,20.0,,11.0,preventive,mechanical,F002,minor,598.0422047244094,91.0,TECH02,valve,1574.0
MEV0315,2026-01-02 08:15:00,M02,67.0,28.0,3.0,preventive,none,F001,minor,97.0,,TECH02,sensor,
MEV0316,2026-01-02 08:20:00,M03,25.0,27.0,,preventive,mechanical,F001,major,66.0,71.0,TECH01,sensor,2776.0
MEV0317,2026-01-02 08:25:00,M01,49.0,27.0,8.0,preventive,hydraulic,F003,minor,163.0,57.0,TECH01,sensor,2189.0
MEV0318,2026-01-02 08:30:00,M04,113.0,22.0,13.0,preventive,mechanical,F001,major,141.0,204.0,TECH03,bearing,2245.0
MEV0319,2026-01-02 08:35:00,M03,73.0,13.0,7.0,corrective,electrical,F003,minor,172.0,138.0,TECH01,valve,1885.0
MEV0320,2026-01-02 08:40:00,M03,56.0,0.0,10.0,preventive,mechanical,F001,minor,118.0,52.0,,bearing,2250.0
MEV0321,2026-01-02 08:45:00,M03,2.0,15.0,5.0,corrective,,F001,critical,38.0,193.0,TECH01,valve,2881.0
MEV0322,2026-01-02 08:50:00,M04,109.0,18.0,14.0,corrective,mechanical,F001,minor,,117.0,TECH03,sensor,1026.0
MEV0323,2026-01-02 08:55:00,M01,104.0,10.0,9.0,preventive,hydraulic,F002,major,141.0,120.0,TECH03,bearing,2301.0
MEV0324,2026-01-02 09:00:00,M04,37.0,,4.0,preventive,electrical,F003,minor,72.0,203.0,TECH03,pump,544.0
MEV0325,2026-01-02 09:05:00,M04,98.0,29.0,1.0,preventive,electrical,F002,major,78.0,171.0,TECH03,sensor,673.0
MEV0326,2026-01-02 09:10:00,M01,12.0,15.0,8.0,corrective,mechanical,F002,major,148.0,33.0,,,247.0
MEV0327,2026-01-02 09:15:00,M02,29.0,27.0,14.0,corrective,electrical,F003,critical,160.0,60.0,TECH03,bearing,2924.0
MEV0328,2026-01-02 09:20:00,M03,40.0,27.0,11.0,preventive,mechanical,F001,critical,143.0,29.0,,sensor,493.0
MEV0329,2026-01-02 09:25:00,M01,77.0,20.0,12.0,preventive,hydraulic,F003,critical,34.0,8.0,TECH03,pump,1869.0
MEV0330,2026-01-02 09:30:00,,91.0,,8.0,corrective,mechanical,F002,minor,98.0,1065.3580960386676,TECH03,sensor,1557.0
MEV0331,2026-01-02 09:35:00,M02,94.0,18.0,2.0,corrective,none,F002,,147.0,64.0,,sensor,2989.0
MEV0332,,M04,32.0,28.0,,corrective,mechanical,F002,minor,598.0422047244094,182.0,TECH02,valve,1867.0
MEV0333,2026-01-02 09:45:00,M02,55.0,9.0,7.0,corrective,hydraulic,F002,minor,132.0,157.0,,sensor,1235.0
,2026-01-02 09:50:00,M03,114.0,7.0,14.0,preventive,electrical,F001,minor,94.0,,TECH03,valve,1330.0
MEV0335,2026-01-02 09:55:00,M02,18.0,23.0,7.0,preventive,hydraulic,F002,,142.0,96.0,TECH03,,
MEV0336,2026-01-02 10:00:00,M03,6.0,3.0,3.0,corrective,hydraulic,F003,,116.0,74.0,TECH01,bearing,7834.856088560886
MEV0337,2026-01-02 10:05:00,M04,44.0,23.0,10.0,preventive,mechanical,F001,minor,,84.0,TECH03,pump,2175.0
MEV0338,2026-01-02 10:10:00,M01,51.0,11.0,8.0,,electrical,F001,minor,37.0,112.0,TECH02,sensor,2620.0
MEV0339,2026-01-02 10:15:00,M02,65.0,,8.0,preventive,electrical,F004,major,171.0,11.0,TECH01,bearing,1795.0
MEV0340,2026-01-02 10:20:00,M02,7.0,19.0,2.0,corrective,electrical,F002,major,21.0,9.0,TECH03,bearing,1390.0
MEV0341,2026-01-02 10:25:00,M04,84.0,14.0,7.0,,hydraulic,F001,major,101.0,40.0,TECH03,pump,1164.0
,2026-01-02 10:30:00,M03,4.0,12.0,3.0,preventive,electrical,F002,major,598.0422047244094,1065.3580960386676,TECH01,pump,114.0
MEV0343,2026-01-02 10:35:00,M03,58.0,4.0,4.0,preventive,hydraulic,F001,major,92.0,166.0,TECH01,sensor,1182.0
MEV0344,2026-01-02 10:40:00,M04,112.0,21.0,1.0,preventive,electrical,F003,minor,170.0,3.0,TECH02,pump,7834.856088560886
,2026-01-02 10:45:00,M04,66.0,4.0,0.0,,mechanical,F003,critical,37.0,7.0,TECH03,bearing,1117.0
,2026-01-02 10:50:00,M02,32.0,26.0,11.0,preventive,,F001,,118.0,98.0,TECH02,sensor,2890.0
MEV0347,2026-01-02 10:55:00,M01,28.0,25.0,11.0,preventive,electrical,,critical,22.0,208.0,TECH02,valve,632.0
MEV0348,2026-01-02 11:00:00,M03,104.0,6.0,2.0,preventive,mechanical,F003,major,67.0,52.0,TECH02,valve,1236.0
MEV0349,2026-01-02 11:05:00,M04,2.0,0.0,8.0,preventive,hydraulic,F002,major,50.0,52.0,TECH02,bearing,2070.0
,2026-01-02 11:10:00,M01,35.0,8.0,3.0,preventive,hydraulic,F004,critical,170.0,1065.3580960386676,TECH02,pump,154.0
MEV0351,2026-01-02 11:15:00,M02,21.0,21.0,0.0,,none,F001,major,146.0,2.0,TECH01,bearing,1729.0
MEV0352,2026-01-02 11:20:00,M02,74.0,7.0,10.0,preventive,electrical,F001,major,153.0,27.0,TECH03,sensor,2793.0
MEV0353,2026-01-02 11:25:00,M03,79.0,18.0,11.0,preventive,mechanical,F002,minor,149.0,182.0,TECH02,pump,400.0
MEV0354,2026-01-02 11:30:00,M03,51.0,5.0,8.0,preventive,hydraulic,F003,minor,51.0,148.0,TECH02,pump,878.0
MEV0355,2026-01-02 11:35:00,M04,65.0,17.0,10.0,preventive,hydraulic,F004,minor,,237.0,TECH02,valve,1812.0
MEV0356,2026-01-02 11:40:00,M04,6.0,24.0,14.0,preventive,mechanical,F003,major,65.0,169.0,TECH03,pump,2118.0
MEV0357,2026-01-02 11:45:00,M03,47.0,23.0,4.0,preventive,electrical,F001,critical,26.0,187.0,TECH02,valve,309.0
MEV0358,2026-01-02 11:50:00,M04,108.0,16.0,,preventive,mechanical,F004,major,,95.0,TECH01,valve,2355.0
MEV0359,2026-01-02 11:55:00,M01,103.0,14.0,9.0,preventive,none,F004,,138.0,82.0,TECH03,pump,7834.856088560886
MEV0360,2026-01-02 12:00:00,M03,17.0,9.0,11.0,preventive,hydraulic,F002,critical,40.0,97.0,TECH02,pump,2252.0
MEV0361,2026-01-02 12:05:00,M04,78.0,23.0,10.0,preventive,hydraulic,,minor,64.0,74.0,TECH01,bearing,1740.0
MEV0362,2026-01-02 12:10:00,M02,40.0,0.0,3.0,corrective,hydraulic,F001,minor,86.0,121.0,TECH01,sensor,2353.0
MEV0363,2026-01-02 12:15:00,M02,1.0,27.0,11.0,preventive,electrical,F004,critical,125.0,156.0,TECH03,sensor,2349.0
MEV0364,2026-01-02 12:20:00,M04,94.0,1.0,10.0,preventive,hydraulic,F003,minor,136.0,72.0,TECH01,bearing,1511.0
MEV0365,2026-01-02 12:25:00,M01,23.0,23.0,10.0,preventive,hydraulic,F002,major,125.0,178.0,TECH02,sensor,1275.0
MEV0366,2026-01-02 12:30:00,M03,16.0,21.0,5.0,preventive,mechanical,F002,critical,39.0,20.0,TECH01,pump,937.0
MEV0367,2026-01-02 12:35:00,M02,10.0,18.0,2.0,corrective,mechanical,F002,critical,78.0,227.0,TECH01,pump,
MEV0368,2026-01-02 12:40:00,M04,18.0,27.0,3.0,preventive,hydraulic,F004,minor,34.0,26.0,TECH02,bearing,1016.0
MEV0369,2026-01-02 12:45:00,M04,87.0,6.0,10.0,preventive,electrical,F004,critical,28.0,234.0,TECH03,bearing,2170.0
MEV0370,2026-01-02 12:50:00,M02,12.0,26.0,9.0,preventive,hydraulic,F002,minor,,192.0,TECH03,pump,7834.856088560886
MEV0371,,M03,55.0,15.0,10.0,corrective,,F004,critical,88.0,18.0,TECH03,pump,814.0
MEV0372,2026-01-02 13:00:00,M03,27.0,23.0,10.0,corrective,electrical,F004,major,70.0,174.0,TECH03,valve,607.0
MEV0373,2026-01-02 13:05:00,M04,112.0,1.0,2.0,preventive,none,F002,minor,118.0,234.0,TECH02,pump,352.0
MEV0374,2026-01-02 13:10:00,M03,59.0,26.0,2.0,preventive,electrical,F003,critical,126.0,122.0,TECH03,pump,1663.0
MEV0375,2026-01-02 13:15:00,M02,23.0,26.0,7.0,corrective,mechanical,F004,major,155.0,139.0,TECH01,valve,7834.856088560886
MEV0376,2026-01-02 13:20:00,M01,52.0,3.0,13.0,preventive,electrical,F004,major,98.0,208.0,TECH03,valve,1863.0
MEV0377,2026-01-02 13:25:00,M01,34.0,14.0,9.0,preventive,electrical,F001,minor,71.0,125.0,TECH02,pump,1300.0
MEV0378,2026-01-02 13:30:00,M02,55.0,8.0,10.0,preventive,electrical,F004,major,598.0422047244094,146.0,TECH02,sensor,1281.0
MEV0379,2026-01-02 13:35:00,M04,37.0,21.0,13.0,preventive,none,F002,minor,58.0,93.0,,sensor,192.0
MEV0380,2026-01-02 13:40:00,M01,51.0,12.0,3.0,preventive,hydraulic,F004,minor,115.0,177.0,TECH02,bearing,2554.0
MEV0381,2026-01-02 13:45:00,M04,64.0,18.0,4.0,corrective,mechanical,F004,major,138.0,170.0,,valve,1790.0
MEV0382,2026-01-02 13:50:00,M02,12.0,6.0,1.0,preventive,hydraulic,F002,critical,100.0,148.0,TECH01,valve,1300.0
MEV0383,2026-01-02 13:55:00,M01,118.0,26.0,14.0,preventive,electrical,F004,,111.0,159.0,TECH01,sensor,2060.0
MEV0384,2026-01-02 14:00:00,M03,28.0,17.0,1.0,preventive,mechanical,F004,major,123.0,51.0,TECH03,sensor,1825.0
MEV0385,2026-01-02 14:05:00,M03,111.0,10.0,12.0,preventive,mechanical,F001,major,142.0,171.0,TECH01,valve,1524.0
MEV0386,2026-01-02 14:10:00,M03,37.0,15.0,1.0,preventive,mechanical,F002,major,117.0,51.0,TECH01,bearing,750.0
MEV0387,2026-01-02 14:15:00,M02,46.0,6.0,11.0,preventive,hydraulic,F004,major,164.0,90.0,,bearing,
MEV0388,2026-01-02 14:20:00,M04,92.0,26.0,0.0,,mechanical,F002,minor,34.0,48.0,TECH02,sensor,513.0
MEV0389,2026-01-02 14:25:00,M02,1.0,25.0,1.0,preventive,mechanical,F002,major,147.0,186.0,TECH02,pump,1391.0
MEV0390,2026-01-02 14:30:00,M04,67.0,7.0,10.0,preventive,electrical,F002,major,168.0,51.0,TECH02,sensor,1420.0
MEV0391,2026-01-02 14:35:00,M03,23.0,20.0,7.0,preventive,mechanical,F001,critical,55.0,9.0,TECH01,sensor,490.0
MEV0392,2026-01-02 14:40:00,M04,61.0,,9.0,,mechanical,F004,critical,,202.0,TECH01,bearing,547.0
MEV0393,2026-01-02 14:45:00,M03,44.0,12.0,2.0,,electrical,F003,major,129.0,85.0,TECH01,valve,2173.0
MEV0394,2026-01-02 14:50:00,M01,105.0,24.0,6.0,preventive,electrical,F001,major,145.0,45.0,TECH02,pump,2561.0
MEV0395,2026-01-02 14:55:00,M02,39.0,16.0,0.0,corrective,electrical,F002,major,598.0422047244094,170.0,TECH01,valve,955.0
MEV0396,2026-01-02 15:00:00,M01,86.0,12.0,11.0,preventive,none,F001,minor,169.0,130.0,TECH02,pump,1124.0
MEV0397,2026-01-02 15:05:00,M01,18.0,0.0,13.0,,none,F002,critical,52.0,48.0,TECH03,pump,2138.0
MEV0398,2026-01-02 15:10:00,M02,50.0,3.0,,corrective,electrical,F002,critical,177.0,,TECH03,sensor,
MEV0399,2026-01-02 15:15:00,M04,109.0,12.0,14.0,,hydraulic,F003,major,169.0,187.0,TECH01,sensor,782.0
MEV0400,2026-01-02 15:20:00,M03,4.0,12.0,10.0,preventive,electrical,F004,minor,30.0,111.0,TECH01,valve,1151.0
MEV0401,2026-01-02 15:25:00,,26.0,4.0,13.0,preventive,electrical,F001,critical,173.0,204.0,TECH03,sensor,867.0
MEV0402,,M03,79.0,4.0,10.0,preventive,none,F003,minor,176.0,104.0,,valve,2618.0
MEV0403,2026-01-02 15:35:00,M03,49.0,20.0,1.0,preventive,mechanical,F003,minor,45.0,226.0,TECH03,valve,2851.0
MEV0404,2026-01-02 15:40:00,M01,34.0,28.0,5.0,preventive,,F004,major,113.0,1065.3580960386676,TECH02,pump,857.0
MEV0405,2026-01-02 15:45:00,M03,109.0,29.0,10.0,preventive,none,F004,major,75.0,154.0,TECH03,,1661.0
,2026-01-02 15:50:00,M01,39.0,24.0,,preventive,mechanical,F003,major,112.0,62.0,TECH01,bearing,544.0
MEV0407,2026-01-02 15:55:00,M04,71.0,1.0,1.0,corrective,electrical,F003,minor,82.0,184.0,TECH03,bearing,2517.0
MEV0408,2026-01-02 16:00:00,M03,99.0,25.0,5.0,preventive,electrical,F003,major,155.0,113.0,TECH02,bearing,1278.0
MEV0409,2026-01-02 16:05:00,M01,20.0,10.0,14.0,corrective,electrical,F002,critical,169.0,144.0,TECH01,sensor,2893.0
